cv,jd,satisfied
"广告设计:负责“品牌展示广告”的需求分析,通过线上下调研,针对本传媒公司打造全方位精准定向品牌输出。调研分析:通过分析不同粉丝用户和后台数据,探索最优直播频道,加大扶持定向主播,优化直播内容。直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。5、激励主播心态,关心和服务主播日常生活。",1、负责客户留存与增长、流量价值挖掘等专题的数据分析和挖掘，以及报告撰写；2、负责广告数据的分析、挖掘，为产品提供优化建议和数据支持；3、负责运营相关的日常数据报表设计和研发。2、熟悉统计分析理论，熟练掌握数据分析工具，熟悉广告业务或有客户留存和增长项目背景者优先；3、熟练掌握SQL查询语言，熟悉Hadoop、Hive等大数据框架和工具，有大数据开发项目经验者优先；4、逻辑能力强，能从繁杂的数据中提炼关键论点、论据，有一定的报告撰写能力；,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1.推广智慧教育软件及协助制定教育行业整体解决方案；2.负责收集、分析、整理、归档客户需求、竞争对手等市场信息；3.智慧教育方案产品目标客户的锁定、推进以及市场开拓。2.熟悉或热爱教育行业；3.个性积极主动，逻辑性强，具备良好的协调和规划能力；4.能配合公司轮岗培训安排。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",主要针对抖音、微信短视频的短视频制作，包括挖掘选题，完成段视频前期策划，素材收集，撰写脚本2、协助制定策略实现账号粉丝增长、活跃、转化、进行运营账号的数据分析3、协助团队进行跨部门的沟通,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",.独立完成专题设计、UI设计、海报、宣传册、卡片、活动物料等设计工作；2.负责传播文案、创意文案、软文、新闻等撰写。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1.渠道研究、及时关注官方动态，进行资源获取，提高渠道曝光量与访客量。做好粉丝运营（增粉/活跃/留存等）；2.根据渠道特性，负责活动创意策划和文案策划输出；3.数据收集整理分析输出每月数据复盘文件参与每月项目策划，协助平台、品牌部、门店完成营销活动宣传；4.渠道新功能研究&应用配合主管完成其他事务。1.有新媒体平台的运营经验，了解至少一个新媒体平台（微信、微博、抖音、知乎等）的运行机制，能够进行数据分析和优化，有较强的传播、创新能力（有微信相关运营经验者优先考虑）；2.有优秀的文字功底和基础的图片素材处理能力；（有摄影、修图、视频剪辑等特长者优先考虑）；3.做事积极主动、责任心强，热衷于精益求精；4.对网络信息敏感，能随时知晓外界变化，且及时运用。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1、协助招聘，电话预约、协调候选人、面试官时间，并安排和接待面试；2、基础岗位招聘，网络筛选简历、搜寻简历；3、协助进行招聘渠道维护相关的工作；4、协助进行人力资源相关的数据统计工作；,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1、协助招聘，电话预约、协调候选人、面试官时间，并安排和接待面试；2、基础岗位招聘，网络筛选简历、搜寻简历；3、协助进行招聘渠道维护相关的工作；4、协助进行人力资源相关的数据统计工作；,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1、对目标行业有所理解（比如新消费、高端制造、新基建等），跟踪国家经济发展、金融监管政策方向，并定期形成研究成果向领导汇报；2、负责研究院专题信息的收集整理处理分析等，研究课题包含但不限于：资产配置、宏观经济、资本市场（股票及股权）、海外市场等。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1、协助搜集、分析、整合行业相关数据资料；2、在研究员指导下参与公司深度报告及行业专题报告的撰写；3、可参与上市公司调研和行业重要会议，撰写调研、会议等活动的相关报告。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",参与市场分析与需求调研，挖掘并梳理用户需求。了解客户对数据需求背后的目的，更好地为客户提供解决方案。需求范围包括：金融、快销、零售等行业的销售、运营数据分析、产品体验和创新等。负责公司数据智能相关产品的规划，对产品全生命周期进行迭代和优化。与数据分析师配合构建数据模型产品，与数据研发工程师配合搭建数据仓库。撰写产品文档，跨部门进行资源协调、沟通，推动项目高效执行并高质量上线。深度挖掘数据价值，负责数据产品及项目的落地。对数据敏感，具备一定的数据分析能力，至少成功落地过1个以上数据产品，有快消、金融、零售等相关行业项目经验尤佳。,0
"直播运营:1.负责通过线上线下等各渠道,完成主播的招募、挖掘工作,并为主播做全方位定位和内容策划;协助主播完成直播平台入驻的引领工作等。2.协助主播完成直播平台入驻的引领工作,跟进主播的咨询、投诉和反馈,并合理解决,管理和统筹安排所负责主播的日常工作,按平台及公司要求保证艺人直播时长与效果。3、培养潜力主播,及时有效的做好主播直播间内容策划、粉丝维护及运营维护工作。4、为主播策划全方位包装活动,对接主播短视频等传播性内容的制作与发布,统筹策划主播打榜及直播间相关活动。",1.负责协助公司产品数据的收集、整理、统计及分析，满足监管报出要求；2.负责协助公司管理数据的维护、统计及分析，满足内部管理要求；3.协助公司数据中心建设及推进公司系统建设；3.计算机专业及有两年金融行业相关工作经验优先；4.熟练使用掌握Excel、Word、Powerpoint等Office办公软件；,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1.深入研究现有产品和目标市场动态，分析竞对及竞品，协助产品总监优化并升级迭代产品设计，制定产品运营计划和策略。2.协助产品总监精准呈现产品内容，并针对产品内容进行答疑及协助客户咨询与服务工作，同时，组织协调集团范围内的产品培训。3.通过与合作渠道的不断磨合，提高渠道满意度和合作粘性，最终得以逐渐渗透付费客户，协助进行签约转化。4.完成产品总监安排的其他工作，包括但不限于产品市场化呈现包装，市场活动的参与以及产品营销支持等。泛商科、市场营销等相关为佳，有留学背景或熟悉海外留学市场者优先考虑；2.有投身教育行业的热情，有较强的学习能力及独立思考能力，对市场策划及教育产品感兴趣；3.英语读、写能力强，听说熟练者优先考虑；4.能熟练操作办公软件，PPT撰写能力强，有图文编辑、视频制作等相关经验者有限考虑,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1、跟课程大咖共同参与青少年编程课程设计，按照课程标准设计教案，完成教学任务；2、对python、scratch、机器人、3d打印、木艺等一门以上课程研发有独特的见解，有相关教学经验者优先考虑；3、在课程设计方面有创意，有想法。1、热爱STEAM创客教育；2、在读或应届本科生，如果你是师范类、计算机类毕业生，有教师资格证，真诚实干将优先录用；3、具有较强动手能力、学习能力和沟通能力；4、心理素质好，具备抗压能力。,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1、负责公司日常宣传、策划设计制作；2、企业宣传资料的设计、制作与创新；3、品牌微信、微博等社会化媒体的页面设计；4、对产品或项目的整体美术风格、交互设计、界面结构、操作流程等做出策划与设计；5、负责项目中各种交互界面、图标、LOGO、按钮等相关元素的设计与制作,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",根据既定的教学材料创作绘制儿童故事中的卡通形象GIF动图、静态图、背景材料，PPT等。2，为儿童故事教材组织相应的图片、课件、录音等。,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1、简历初筛，电话邀约，安排面试，跟进招聘流程，协助完成候选人入职流程2、候选人信息的收集整理、候选人的搜索、面试安排与协调、数据统计与资料整理；3、员工入离职手续、员工信息维护、业务部门团建活动的策划及执行；3、报表统计：定期输出招聘记录及总结，协助完**力资源各种报表的统计和分析；,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1.负责公司人员入离职的办理手续、系统录入；2.管理公司人员档案，定期更新和归档；3.负责人事数据的统计和分析汇总，制作人事报表4.完成上司交代的其它任务,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1.收集行业信息，针对性的进行调研、访谈和统计整理；2.对创业项目的产品业务、运营数据、商业模式以及市场情况等进行深入分析；3.协助投资人进行投资可行性分析、项目尽职调查及投资材料准备工作；信息收集和数据整理能力强，财务基础功扎实，研究能力强，熟练使用英语查看并分析上市公司财报,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1、存量行研报告撰写；2、对已审核的行研报告转成PPT形式；3、企业宣传会议的策划与组织；4、协助其他部门完成必要数据的搜索。,0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。","1.协助完成短视频APP的数据挖掘工作，基于分析洞察业务潜力与风险，提供改进策略和实施建议。2.海量日志清洗加工，能独立完成数据提取、数据校验、视频回查的工作。3.协助搭建数据评估体系及平台建设，并推动优化项目落地。"",""2.精通SQL，熟悉hive、impala等环境，并熟练使用Excel或Python等统计分析工具。3.较强的逻辑分析、数据分析与快速学习的能力。",0
"新媒体运营知识的学习。包括社群运营、新媒体运营、文案写作、运营工具使用等。新媒体账号作品打造。基于Python和Excel整理分析运营数据,优化IP贴文质量。深圳市易付云网科技有限公司网页设计实习生2021-07一2021-09熟悉公司现有网页框架,学习HTML/CSS语言、PHOTOSHOP和DREAMWEAVER等工具。优化维护现有网页(如配色选择蓝白基调,主题采用艺术字突出)。",1.通过研究行业与市场数据、进行信息的整理、校验与整合，提炼观点，进行决策支持；2.配合完成行业分析，市场分析，竞对分析的报告撰写及资源库建立；3.利用数据分析和商业洞察力，发现业务发展机会，提供分析支持；1.对商业、投资、市场动态、用户心理研究感兴趣；2.较强的逻辑思考能力，沟通协调能力，快速学习能力；4.掌握SQL、Python、R等数据分析工具优先；,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1.协助课程经理完成课程内容的设计、制作和运营2.协助产品经理进行产品数据跟踪及分析3.协助开展用户研究及核心用户维护，收集用户反馈1.对互联网行业感兴趣，性格开朗，有较强的抗压能力，对在线教育事业有热情者优先2.具有较好的沟通表达能力、逻辑思维能力，工作积极主动，细心负责4.有课程设计或产品运营经验者优先,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1、负责深入用户了解其需求，优化用户体验，以及预测产品潜力；2、负责调研、沟通合作部门需求，确定产品定位，明确产品形态，制定产品规划，输出产品文档并驱动相关方落地产品方案。能根据产品上线后的效果发现问题，主动调优产品方向和持续优化。3、与交互和视觉设计师、开发、测试等团队紧密合作，驱动项目实施，达成产品目标。需负责从需求、原型、交互、文档、设计到终测试的全部流程的相关工作，并对质量和进度负责；4、协调跨部门之间的沟通，确保需求按质按量上线，并跟踪产品效果；5、配合产品相关的日常运营工作、产品运营数据分析等。,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",整体运营策略和推广计划（公众号、视频号、小红书、微博等线上推广平台，有大众点评经验为佳），执行落地并追踪效果；2、负责微信公众号及其他平台的内容创意和效果优化；3、负责小红书、抖音及其他平台的内容种草和投放策略；4、负责短视频内容创意和制作拍摄；5、配合品牌传播目标进行线上营销的策略规划并落地。,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1、协助设计师进行公司各项设计工作；2、完成上级领导交办的设计工作内容。1、美术、设计、广告类相关专业，大学本科相关专业应届毕业生；2、熟练应用PS、AI等平面设计软件,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1.协助领导支持各部门工作，统筹公司运营，包括但不限于风险、资本、人力、IT等方面；2.协助领导处理安排日常工作事务，进行工作指令的传达、协助以及事件进展的跟进、反馈；3.组织安排接待事项，为领导安排会客、签约、会议等事项准备工作及相关事宜。2.具备较强的计划性和执行力，良好的人际沟通能力、组织协调能力；3.良好的中英文书面表达，文字组织能力强，有投行分析、文案编辑、发行设计等相关经验优先。,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1、协助招聘，电话预约、协调候选人、面试官时间，并安排和接待面试；2、基础岗位招聘，网络筛选简历、搜寻简历；3、协助进行招聘渠道维护相关的工作；4、协助进行人力资源相关的数据统计工作；,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1.收集行业信息，针对性的进行调研、访谈和统计整理；2.对创业项目的产品业务、运营数据、商业模式以及市场情况等进行深入分析；3.协助投资人进行投资可行性分析、项目尽职调查及投资材料准备工作；信息收集和数据整理能力强，财务基础功扎实，研究能力强，熟练使用英语查看并分析上市公司财报,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1、存量行研报告撰写；2、对已审核的行研报告转成PPT形式；3、企业宣传会议的策划与组织；4、协助其他部门完成必要数据的搜索。,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。",1.能够基于数据分析得到有价值的信息，为业务发展提供策略和建议；2.定期追踪业绩及其他关键业务指标情况，洞察到业务动作，提供决策推广基础；3.配合公司品牌推广项目需求，及时提交分析报告；4.协助各业务部门完成数据整理、分析与利用，及时提供支持方面的工作；良好的数据敏感度与逻辑分析能力，能进行数据信息汇总分析，提炼出有利于公司品牌推广决策的信息；2.熟练操作excel，常规函数、数据透视表、图表制作等，可以用ppt撰写分析报告；,0
"负责微信公众号新媒体账号运营(实时捕获热点新闻并撰写相关文稿)。策划线上活动,撰写方案及策划稿。","1、能够独立利用数据分析工具/方法对媒体、节目、用户进行分析研究，针对客户关心问题提出结论和合理化建议,形成研究分析报告；2、能够独立完成对客户的专业沟通,报告讲解,定期培训交流等工作；3、能够独立完成于客户的各种相关对接工作,包括日常项目对接和潜在需求对接等；4、能够于内部产品,技术团队进行协作,解决在项目服务和新需求落地过程中的各种疑难问题。",0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",岗位1.负责负责公司教育院校录播、监控、综合视讯、融合显示等产品的销售。2.完成销售任务，销售项目的搜集、跟进，把控。2.两年以上音视频产品项目销售工作经验，具有一定的计算机软、硬件、流媒体、视频技术、音频技术知识或工作背景，了解招投标文件和技术方案的编制优先3.同时欢迎对音视频行业、教育行业、计算机软硬件行业、安防弱电行业、系统集成行业项目型销售感兴趣的优秀应届毕业生应聘本岗位4.见习生及应届生也可培养（在公司培训3个月后根据来源就近分配到各区域工作）nan,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1.主要负责自然科普教育课程资源（幼儿课程资源方向为主）的选题、策划、实施、运营，相关图书的编辑加工。2.对用户需求、市场需求进行调研和分析，不断优化客户体验。3.跟踪课程运营，根据客户反馈进行优化改进。4.协助教材配套资源的完善、教材培训、市场推广。5.协助与编写组及实验区沟通、协调，实验区的维护、培训等工作。2.熟悉幼儿园课程及教育教学，具有2年以上自然科普教育课程相关工作经验优先，可接受优秀应届生。3.熟练运用数据分析，能完成投资回报分析。4.关注用户体验，收集用户意见反馈，持续优化产品。5.具备较强的文字能力、文案撰写能力、口头表达能力和学习能力。6.具有较强的责任感，具有较强的沟通、协调能力。7.具有教材编写、课程开发或自然科普相关教育经验优先。,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1、协助负责日常海报、专题、开屏等页面美术设计工作；2、协助部门其他日常设计工作；2、熟悉各类平面设计软件,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1、负责制定新媒体矩阵的整体运营策略和推广计划（公众号、视频号、小红书、微博等线上推广平台，有大众点评经验为佳），执行落地并追踪效果；2、负责微信公众号及其他平台的内容创意和效果优化；3、负责小红书、抖音及其他平台的内容种草和投放策略；4、负责短视频内容创意和制作拍摄；5、配合品牌传播目标进行线上营销的策略规划并落地。,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1、根据部门招聘需求，分析部门用人标准，参与制定招聘方案；2、在各大招聘渠道发布招聘信息，进行简历筛选；3、和候选人进行电话沟通，进行初步评估并邀约面试；5、负责面试接待，参与面试环节；7、候选人入职手续办理跟进。,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+","1.负责完成公司的招聘目标，快速满足各部门的招聘需求；2.每天开拓和维护各类招聘渠道，策划招聘文案，运营招聘维护公众号；3.候选人电话联系交流。"",""岗位要求：1.全日制本科毕业。善于进行信息收集，分析和处理，熟练使用计算机办公软件，优秀2015应届生也可以；2.较强的沟通表达能力，有突出的坚韧性，责任心和团队合作精神；3.曾经有猎头公司经验优先。",0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1、存量行研报告撰写；2、对已审核的行研报告转成PPT形式；3、企业宣传会议的策划与组织；4、协助其他部门完成必要数据的搜索。,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1、存量行研报告撰写；2、对已审核的行研报告转成PPT形式；3、企业宣传会议的策划与组织；4、协助其他部门完成必要数据的搜索。,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+",1.负责业务数据、行业信息收集整理，支持业务部门运营数据需求，对多种数据源进行分析、挖掘，寻找有价值的信息；,0
"黄山(官方抖音账号运营)账号运营:负责对账号的垂直定位及精准粉丝分析,策划账户发送内容及文案,根据账户视频播放量搜集信息并整理,进一步挖掘用户喜好,三十天内涨粉2000+","1．较好的数学或统计学教育背景；2．熟悉常见的概率统计、数据挖掘、统计分析算法；3．熟练使用SAS、SPSS等分析软件；4．熟悉Hadoop、Mahout、Weka,R等大数据相关技术；5.良好的学习意愿和学习能力，能够快速掌握工作所需技能；6．具备对数据的超凡敏感度、敏捷的思维与解决复杂问题的能力；7．具有良好的跨部门沟通能力和团队协作能力；8.具备SQL、oracle、linux、DB2、Python知识技能；",0
"公众号软文写作公众号运营实习生:负责公众号软文写作,完成点击量超1w+文章发布,搜集与整理文章反馈分析数据,进一步挖掘用户需求",.主要负责自然科普教育课程资源（幼儿课程资源方向为主）的选题、策划、实施、运营，相关图书的编辑加工。2.对用户需求、市场需求进行调研和分析，不断优化客户体验。3.跟踪课程运营，根据客户反馈进行优化改进。4.协助教材配套资源的完善、教材培训、市场推广。5.协助与编写组及实验区沟通、协调，实验区的维护、培训等工作。2.熟悉幼儿园课程及教育教学，具有2年以上自然科普教育课程相关工作经验优先，可接受优秀应届生。3.熟练运用数据分析，能完成投资回报分析。4.关注用户体验，收集用户意见反馈，持续优化产品。5.具备较强的文字能力、文案撰写能力、口头表达能力和学习能力。6.具有较强的责任感，具有较强的沟通、协调能力。7.具有教材编写、课程开发或自然科普相关教育经验优先。,0
"公众号软文写作公众号运营实习生:负责公众号软文写作,完成点击量超1w+文章发布,搜集与整理文章反馈分析数据,进一步挖掘用户需求",1、根据项目规划，对所负责的项目内的需求进行分析、功能设计、业务流程设计、撰写产品PRD等文档及原型RP设计；2、能够跨部门协调和沟通，推动UI、开发、测试等人员紧密合作达成产品需求目标；3、跟踪分析产品上线后的反馈需求，对上线后的迭代需求进行评估、优化用户体验和功能，不断根据需求和用户反馈优化产品。2、能熟练使用Axure、office等软件工具，学习能力强，可以快速学习PRD等相关文档的撰写，可以独立输出产品的原型RP设计；3、具备优秀的表达能力和沟通协调能力，较强的分析问题和解决问题能力，有良好的团队协作意识，性格开朗，善于沟通；4、较强的逻辑思维能力，能够自主思考规划和设计产品功能、使用流程及交互体验；5、有一定的社团/社会活动/实习等经历，或者你做过什么事情，有价值并让人印象深刻；,0
